Year,Country,ISO,Region_worldbank,IncomeGroup,CPIA Rating
2007,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2007,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.0
2007,Bangladesh,BGD,South Asia,Lower middle income,3.0
2007,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2007,Bahrain,BHR,Middle East & North Africa,High income,
2007,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2007,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,3.0
2007,Belarus,BLR,Europe & Central Asia,Upper middle income,
2007,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2007,Bermuda,BMU,North America,High income,
2007,Bolivia,BOL,Latin America & Caribbean,Lower middle income,3.5
2007,Brazil,BRA,Latin America & Caribbean,Upper middle income,
2007,Barbados,BRB,Latin America & Caribbean,High income,
2007,Brunei Darussalam,BRN,East Asia & Pacific,High income,
2007,Bhutan,BTN,South Asia,Lower middle income,4.0
2007,Botswana,BWA,Sub-Saharan Africa,Upper middle income,
2007,Central African Republic,CAF,Sub-Saharan Africa,Low income,2.5
2007,Canada,CAN,North America,High income,
2007,Switzerland,CHE,Europe & Central Asia,High income,
2007,Channel Islands,CHI,Europe & Central Asia,High income,
2007,Chile,CHL,Latin America & Caribbean,High income,
2007,China,CHN,East Asia & Pacific,Upper middle income,
2007,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2.0
2007,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2.5
2007,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2.0
2007,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2.5
2007,Colombia,COL,Latin America & Caribbean,Upper middle income,
2007,Comoros,COM,Sub-Saharan Africa,Lower middle income,2.5
2007,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,4.5
2007,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,
2007,Cuba,CUB,Latin America & Caribbean,Upper middle income,
2007,Curacao,CUW,Latin America & Caribbean,High income,
2007,Cayman Islands,CYM,Latin America & Caribbean,High income,
2007,Cyprus,CYP,Europe & Central Asia,High income,
2007,Czech Republic,CZE,Europe & Central Asia,High income,
2007,Germany,DEU,Europe & Central Asia,High income,
2007,Djibouti,DJI,Middle East & North Africa,Lower middle income,2.5
2007,Dominica,DMA,Latin America & Caribbean,Upper middle income,4.0
2007,Denmark,DNK,Europe & Central Asia,High income,
2007,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,
2007,Algeria,DZA,Middle East & North Africa,Lower middle income,
2007,Ecuador,ECU,Latin America & Caribbean,Upper middle income,
2007,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,
2007,Eritrea,ERI,Sub-Saharan Africa,Low income,2.0
2007,Spain,ESP,Europe & Central Asia,High income,
2007,Estonia,EST,Europe & Central Asia,High income,
2007,Ethiopia,ETH,Sub-Saharan Africa,Low income,2.5
2007,Finland,FIN,Europe & Central Asia,High income,
2007,Fiji,FJI,East Asia & Pacific,Upper middle income,
2007,France,FRA,Europe & Central Asia,High income,
2007,Faroe Islands,FRO,Europe & Central Asia,High income,
2007,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,
2007,Gabon,GAB,Sub-Saharan Africa,Upper middle income,
2007,United Kingdom,GBR,Europe & Central Asia,High income,
2007,Georgia,GEO,Europe & Central Asia,Upper middle income,3.0
2007,Ghana,GHA,Sub-Saharan Africa,Lower middle income,4.0
2007,Gibraltar,GIB,Europe & Central Asia,High income,
2007,Guinea,GIN,Sub-Saharan Africa,Low income,2.5
2007,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.0
2007,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2.5
2007,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2007,Greece,GRC,Europe & Central Asia,High income,
2007,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2007,Greenland,GRL,Europe & Central Asia,High income,
2007,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2007,Guam,GUM,East Asia & Pacific,High income,
2007,Guyana,GUY,Latin America & Caribbean,Upper middle income,3.0
2007,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2007,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2007,Croatia,HRV,Europe & Central Asia,High income,
2007,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.0
2007,Hungary,HUN,Europe & Central Asia,High income,
2007,Indonesia,IDN,East Asia & Pacific,Lower middle income,
2007,Isle of Man,IMN,Europe & Central Asia,High income,
2007,India,IND,South Asia,Lower middle income,3.5
2007,Ireland,IRL,Europe & Central Asia,High income,
2007,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,
2007,Iraq,IRQ,Middle East & North Africa,Upper middle income,
2007,Iceland,ISL,Europe & Central Asia,High income,
2007,Israel,ISR,Middle East & North Africa,High income,
2007,Italy,ITA,Europe & Central Asia,High income,
2007,Jamaica,JAM,Latin America & Caribbean,Upper middle income,
2007,Jordan,JOR,Middle East & North Africa,Upper middle income,
2007,Japan,JPN,East Asia & Pacific,High income,
2007,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,
2007,Kenya,KEN,Sub-Saharan Africa,Lower middle income,3.0
2007,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2.5
2007,Cambodia,KHM,East Asia & Pacific,Lower middle income,2.5
2007,Kiribati,KIR,East Asia & Pacific,Lower middle income,3.5
2007,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,
2007,"Korea, Rep.",KOR,East Asia & Pacific,High income,
2007,Kuwait,KWT,Middle East & North Africa,High income,
2007,Lao PDR,LAO,East Asia & Pacific,Lower middle income,2.0
2007,Lebanon,LBN,Middle East & North Africa,Upper middle income,
2007,Liberia,LBR,Sub-Saharan Africa,Low income,
2007,Libya,LBY,Middle East & North Africa,Upper middle income,
2007,St. Lucia,LCA,Latin America & Caribbean,Upper middle income,4.5
2007,Liechtenstein,LIE,Europe & Central Asia,High income,
2007,Sri Lanka,LKA,South Asia,Lower middle income,3.0
2007,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,3.5
2007,Lithuania,LTU,Europe & Central Asia,High income,
2007,Luxembourg,LUX,Europe & Central Asia,High income,
2007,Latvia,LVA,Europe & Central Asia,High income,
2007,"Macao SAR, China",MAC,East Asia & Pacific,High income,
2007,St. Martin (French part),MAF,Latin America & Caribbean,High income,
2007,Morocco,MAR,Middle East & North Africa,Lower middle income,
2007,Monaco,MCO,Europe & Central Asia,High income,
2007,Moldova,MDA,Europe & Central Asia,Upper middle income,3.0
2007,Madagascar,MDG,Sub-Saharan Africa,Low income,3.5
2007,Maldives,MDV,South Asia,Upper middle income,2.5
2007,Mexico,MEX,Latin America & Caribbean,Upper middle income,
2007,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,
2007,North Macedonia,MKD,Europe & Central Asia,Upper middle income,
2007,Mali,MLI,Sub-Saharan Africa,Low income,3.5
2007,Malta,MLT,Middle East & North Africa,High income,
2007,Myanmar,MMR,East Asia & Pacific,Lower middle income,
2007,Montenegro,MNE,Europe & Central Asia,Upper middle income,
2007,Mongolia,MNG,East Asia & Pacific,Lower middle income,3.0
2007,Northern Mariana Islands,MNP,East Asia & Pacific,High income,
2007,Mozambique,MOZ,Sub-Saharan Africa,Low income,3.0
2007,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,3.0
2007,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,
2007,Malawi,MWI,Sub-Saharan Africa,Low income,3.0
2007,Malaysia,MYS,East Asia & Pacific,Upper middle income,
2007,Namibia,NAM,Sub-Saharan Africa,Upper middle income,
2007,New Caledonia,NCL,East Asia & Pacific,High income,
2007,Niger,NER,Sub-Saharan Africa,Low income,3.0
2007,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,3.0
2007,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,3.0
2007,Netherlands,NLD,Europe & Central Asia,High income,
2007,Norway,NOR,Europe & Central Asia,High income,
2007,Nepal,NPL,South Asia,Lower middle income,3.0
2007,Nauru,NRU,East Asia & Pacific,High income,
2007,New Zealand,NZL,East Asia & Pacific,High income,
2007,Oman,OMN,Middle East & North Africa,High income,
2007,Pakistan,PAK,South Asia,Lower middle income,2.5
2007,Panama,PAN,Latin America & Caribbean,Upper middle income,
2007,Peru,PER,Latin America & Caribbean,Upper middle income,
2007,Philippines,PHL,East Asia & Pacific,Lower middle income,
2007,Palau,PLW,East Asia & Pacific,High income,
2007,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,3.0
2007,Poland,POL,Europe & Central Asia,High income,
2007,Puerto Rico,PRI,Latin America & Caribbean,High income,
2007,"Korea, Dem. People's Rep.",PRK,East Asia & Pacific,Low income,
2007,Portugal,PRT,Europe & Central Asia,High income,
2007,Paraguay,PRY,Latin America & Caribbean,Upper middle income,
2007,West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,
2007,French Polynesia,PYF,East Asia & Pacific,High income,
2007,Qatar,QAT,Middle East & North Africa,High income,
2007,Romania,ROU,Europe & Central Asia,Upper middle income,
2007,Russian Federation,RUS,Europe & Central Asia,Upper middle income,
2007,Rwanda,RWA,Sub-Saharan Africa,Low income,3.5
2007,Saudi Arabia,SAU,Middle East & North Africa,High income,
2007,Sudan,SDN,Sub-Saharan Africa,Low income,2.0
2007,Senegal,SEN,Sub-Saharan Africa,Lower middle income,3.0
2007,Singapore,SGP,East Asia & Pacific,High income,
2007,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,3.0
2007,Sierra Leone,SLE,Sub-Saharan Africa,Low income,2.5
2007,El Salvador,SLV,Latin America & Caribbean,Lower middle income,
2007,San Marino,SMR,Europe & Central Asia,High income,
2007,Somalia,SOM,Sub-Saharan Africa,Low income,
2007,Serbia,SRB,Europe & Central Asia,Upper middle income,
2007,South Sudan,SSD,Sub-Saharan Africa,Low income,
2007,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,3.5
2007,Suriname,SUR,Latin America & Caribbean,Upper middle income,
2007,Slovak Republic,SVK,Europe & Central Asia,High income,
2007,Slovenia,SVN,Europe & Central Asia,High income,
2007,Sweden,SWE,Europe & Central Asia,High income,
2007,Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,
2007,Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,
2007,Seychelles,SYC,Sub-Saharan Africa,High income,
2007,Syrian Arab Republic,SYR,Middle East & North Africa,Low income,
2007,Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,
2007,Chad,TCD,Sub-Saharan Africa,Low income,2.0
2007,Togo,TGO,Sub-Saharan Africa,Low income,2.0
2007,Thailand,THA,East Asia & Pacific,Upper middle income,
2007,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2.0
2007,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,
2007,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,3.0
2007,Tonga,TON,East Asia & Pacific,Upper middle income,2.5
2007,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,
2007,Tunisia,TUN,Middle East & North Africa,Lower middle income,
2007,Turkey,TUR,Europe & Central Asia,Upper middle income,
2007,Tuvalu,TUV,East Asia & Pacific,Upper middle income,
2007,Tanzania,TZA,Sub-Saharan Africa,Lower middle income,3.5
2007,Uganda,UGA,Sub-Saharan Africa,Low income,3.0
2007,Ukraine,UKR,Europe & Central Asia,Lower middle income,
2007,Uruguay,URY,Latin America & Caribbean,High income,
2007,United States,USA,North America,High income,
2007,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1.5
2007,St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,4.0
2007,"Venezuela, RB",VEN,Latin America & Caribbean,,
2007,British Virgin Islands,VGB,Latin America & Caribbean,High income,
2007,Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,
2007,Vietnam,VNM,East Asia & Pacific,Lower middle income,3.0
2007,Vanuatu,VUT,East Asia & Pacific,Lower middle income,3.0
2007,Samoa,WSM,East Asia & Pacific,Lower middle income,4.0
2007,Kosovo,XKX,Europe & Central Asia,Upper middle income,
2007,"Yemen, Rep.",YEM,Middle East & North Africa,Low income,3.0
2007,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,
2007,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,3.0
2007,Zimbabwe,ZWE,Sub-Saharan Africa,Lower middle income,1.0
2008,Aruba,ABW,Latin America & Caribbean,High income,
2008,Afghanistan,AFG,South Asia,Low income,2.0
2008,Angola,AGO,Sub-Saharan Africa,Lower middle income,2.5
2008,Albania,ALB,Europe & Central Asia,Upper middle income,
2008,Andorra,AND,Europe & Central Asia,High income,
2008,United Arab Emirates,ARE,Middle East & North Africa,High income,
2008,Argentina,ARG,Latin America & Caribbean,Upper middle income,
2008,Armenia,ARM,Europe & Central Asia,Upper middle income,3.0
2008,American Samoa,ASM,East Asia & Pacific,Upper middle income,
2008,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,
2008,Australia,AUS,East Asia & Pacific,High income,
2008,Austria,AUT,Europe & Central Asia,High income,
2008,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2.5
2008,Burundi,BDI,Sub-Saharan Africa,Low income,2.0
2008,Belgium,BEL,Europe & Central Asia,High income,
2008,Benin,BEN,Sub-Saharan Africa,Lower middle income,3.5
2008,Burkina Faso,BFA,Sub-Saharan Africa,Low income,3.0
2008,Bangladesh,BGD,South Asia,Lower middle income,3.0
2008,Bulgaria,BGR,Europe & Central Asia,Upper middle income,
2008,Bahrain,BHR,Middle East & North Africa,High income,
2008,"Bahamas, The",BHS,Latin America & Caribbean,High income,
2008,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,3.0
2008,Belarus,BLR,Europe & Central Asia,Upper middle income,
2008,Belize,BLZ,Latin America & Caribbean,Lower middle income,
2008,Bermuda,BMU,North America,High income,
2008,Bolivia,BOL,Latin America & Caribbean,Lower middle income,3.5
2008,Brazil,BRA,Latin America & Caribbean,Upper middle income,
2008,Barbados,BRB,Latin America & Caribbean,High income,
2008,Brunei Darussalam,BRN,East Asia & Pacific,High income,
2008,Bhutan,BTN,South Asia,Lower middle income,4.0
2008,Botswana,BWA,Sub-Saharan Africa,Upper middle income,
2008,Central African Republic,CAF,Sub-Saharan Africa,Low income,2.5
2008,Canada,CAN,North America,High income,
2008,Switzerland,CHE,Europe & Central Asia,High income,
2008,Channel Islands,CHI,Europe & Central Asia,High income,
2008,Chile,CHL,Latin America & Caribbean,High income,
2008,China,CHN,East Asia & Pacific,Upper middle income,
2008,Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2.5
2008,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2.5
2008,"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2.0
2008,"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2.5
2008,Colombia,COL,Latin America & Caribbean,Upper middle income,
2008,Comoros,COM,Sub-Saharan Africa,Lower middle income,2.5
2008,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,4.5
2008,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,
2008,Cuba,CUB,Latin America & Caribbean,Upper middle income,
2008,Curacao,CUW,Latin America & Caribbean,High income,
2008,Cayman Islands,CYM,Latin America & Caribbean,High income,
2008,Cyprus,CYP,Europe & Central Asia,High income,
2008,Czech Republic,CZE,Europe & Central Asia,High income,
2008,Germany,DEU,Europe & Central Asia,High income,
2008,Djibouti,DJI,Middle East & North Africa,Lower middle income,2.5
2008,Dominica,DMA,Latin America & Caribbean,Upper middle income,4.0
2008,Denmark,DNK,Europe & Central Asia,High income,
2008,Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,
2008,Algeria,DZA,Middle East & North Africa,Lower middle income,
2008,Ecuador,ECU,Latin America & Caribbean,Upper middle income,
2008,"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,
2008,Eritrea,ERI,Sub-Saharan Africa,Low income,2.0
2008,Spain,ESP,Europe & Central Asia,High income,
2008,Estonia,EST,Europe & Central Asia,High income,
2008,Ethiopia,ETH,Sub-Saharan Africa,Low income,2.5
2008,Finland,FIN,Europe & Central Asia,High income,
2008,Fiji,FJI,East Asia & Pacific,Upper middle income,
2008,France,FRA,Europe & Central Asia,High income,
2008,Faroe Islands,FRO,Europe & Central Asia,High income,
2008,"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,
2008,Gabon,GAB,Sub-Saharan Africa,Upper middle income,
2008,United Kingdom,GBR,Europe & Central Asia,High income,
2008,Georgia,GEO,Europe & Central Asia,Upper middle income,3.0
2008,Ghana,GHA,Sub-Saharan Africa,Lower middle income,4.0
2008,Gibraltar,GIB,Europe & Central Asia,High income,
2008,Guinea,GIN,Sub-Saharan Africa,Low income,2.0
2008,"Gambia, The",GMB,Sub-Saharan Africa,Low income,2.0
2008,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2.5
2008,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,
2008,Greece,GRC,Europe & Central Asia,High income,
2008,Grenada,GRD,Latin America & Caribbean,Upper middle income,4.0
2008,Greenland,GRL,Europe & Central Asia,High income,
2008,Guatemala,GTM,Latin America & Caribbean,Upper middle income,
2008,Guam,GUM,East Asia & Pacific,High income,
2008,Guyana,GUY,Latin America & Caribbean,Upper middle income,3.0
2008,"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,
2008,Honduras,HND,Latin America & Caribbean,Lower middle income,3.0
2008,Croatia,HRV,Europe & Central Asia,High income,
2008,Haiti,HTI,Latin America & Caribbean,Lower middle income,2.0
2008,Hungary,HUN,Europe & Central Asia,High income,
2008,Indonesia,IDN,East Asia & Pacific,Lower middle income,
2008,Isle of Man,IMN,Europe & Central Asia,High income,
2008,India,IND,South Asia,Lower middle income,3.5
2008,Ireland,IRL,Europe & Central Asia,High income,
2008,"Iran, Islamic Rep.",IRN,Middle East & North Africa,Lower middle income,
2008,Iraq,IRQ,Middle East & North Africa,Upper middle income,
2008,Iceland,ISL,Europe & Central Asia,High income,
2008,Israel,ISR,Middle East & North Africa,High income,
2008,Italy,ITA,Europe & Central Asia,High income,
2008,Jamaica,JAM,Latin America & Caribbean,Upper middle income,
2008,Jordan,JOR,Middle East & North Africa,Upper middle income,
2008,Japan,JPN,East Asia & Pacific,High income,
2008,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,
2008,Kenya,KEN,Sub-Saharan Africa,Lower middle income,3.0
2008,Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2.5
2008,Cambodia,KHM,East Asia & Pacific,Lower middle income,2.5
2008,Kiribati,KIR,East Asia & Pacific,Lower middle income,3.0
2008,St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,
2008,"Korea, Rep.",KOR,East Asia & Pacific,High income,
